isbn,author_id
7648956635005,17
2499734050772,17
6771342800669,17
5122618393387,17
1150129510453,17
6939597094512,17
4981145269907,17
4499915069983,17
1235275490239,17
6096023405297,17
4384506412097,17
8347855170809,17
6576712441636,17
5470526002910,17
3249280308832,17
4817597051269,17
5267694897183,17
3954201937585,17
3534274391425,17
9843372316358,17
8580577992407,17
3441120979424,17
2442313030283,17
9905518729101,17
2824644456065,17
5698023343411,17
8234789350103,17
9921119665007,17
4791411368342,17
6656626829239,17
5602070580849,17
4589070714901,17
1043427099489,17
4631462236861,17
6728942147828,17
6460706575516,17
9620217293570,17
8722718910814,17
6509628367489,17
7528053576208,17
6875791524748,17
1306576037847,17
2761923114080,17
7118057103486,17
3736508472744,17
3859602276906,17
2185738310765,17
5870773016804,17
4044388952847,17
6578945530219,17
5487412318205,17
7342610179624,17
3846246254468,17
6992464522444,17
2209060213220,17
6975574062573,17
9754692050650,17
7308811534278,17
1567315291411,17
3180698528406,17
5615969885283,17
3860900581544,17
7041257764450,17
2342960018227,17
9237320068532,17
9132712877575,17
6265927993487,17
3384531589655,17
8646320520529,17
7164711821912,17
1273993817256,17
6022917581497,17
3232121891899,17
7836528491023,17
7027292675812,17
8726662481254,17
7828499261088,17
2062261149186,17
4704483166152,17
3794019439486,17
6130295491611,17
9448810028642,17
4690782643927,17
6015065349937,17
8277835226463,17
1978690613611,17
9402654061838,17
7301872273617,17
7220507610343,17
6232033631613,17
6248488054448,17
4646739805631,17
2817681042943,17
7024793407461,17
7518968624394,17
2354225329382,17
1017385002116,17
6067784707576,17
2122555326135,17
1854662462425,17
8053194150651,17
3089520212591,17
7108182142980,17
5765526808478,17
6264633232504,17
7004392311535,17
2120358364460,17
6540450813484,17
3247304007228,17
6309389522424,17
1718976587512,17
2909373801924,17
9591232939944,17
7241130032841,17
8588178313068,17
4941882720286,17
4401049724032,17
5019066924486,17
3553153093923,17
2649628137801,17
3619242533276,17
7326140693820,17
3630502510162,17
3580191208161,17
1282136079088,17
4307774613538,17
6404405801360,17
2814499884339,17
4073492156828,17
5877391192191,17
2066685903286,17
9862306225947,17
9933082323159,17
6955164301101,17
1671094852450,17
9532366080416,17
5466113649662,17
1096392617441,17
7841947331658,17
5456998401241,17
7055562264153,17
9632698558968,17
9810999263144,17
5203825269963,17
5046059850712,17
9508280302710,17
3010321024975,17
7154907677178,17
4560940239084,17
7451669109749,17
3396411035344,17
5236072245130,17
1001714538208,17
3114151538989,17
1773639202334,17
7234026609912,17
3112388448732,17
6771951330979,17
8675196851682,17
1311416391371,17
1541731994469,17
5418482559080,17
8964541965917,17
1610441791538,17
9352743344610,17
5666058810058,17
4936371693613,17
8365043708045,17
6432556433644,17
1365859729666,17
5162976806389,17
1000274257757,17
9351041523645,17
2189803968861,17
7314677595200,17
2267713042519,17
9634269269272,17
8587706671493,17
2319153365752,17
2378718465317,17
8623683714532,17
5508423048487,17
8104799535456,17
1588948464406,17
6452127588462,17
9168966145152,17
3241253947140,17
4560638637374,17
8583593693644,17
6626954423639,17
7292631612790,17
1132946569943,17
5879411760886,17
1558790555310,17
1736766361785,17
6898735150126,17
4557035231260,17
1630953779119,17
5829356542684,17
7607972804691,17
3533793490434,17
4311941214381,17
6546850483831,17
7200253088250,17
7951998227722,17
7598421377464,17
4060766442308,17
8598534842627,17
1680027088402,17
6617241506518,17
6065971608570,17
1233043098584,17
6790101221640,17
9375853924573,17
2296998094793,17
7830490169943,17
6585810459940,17
5355965334260,17
1928325595604,17
9486200791794,17
8528263126776,17
2667641319138,17
7361957163994,17
3281216356806,17
6348843468284,17
5649115765499,17
7997690716164,17
6274774434217,17
2940643969192,17
3351235814374,17
9571574354014,17
7823461324230,17
7853821145455,17
5309798799575,17
7908434660053,17
5045193551599,17
7463866869283,17
3813103413654,17
4731488738606,17
6679292141934,17
5311197759496,17
3566129576163,17
8480245880681,17
1643036299731,17
5778725529617,17
9442009900027,17
5951320865265,17
7746682834076,17
7345124462515,17
8273772263408,17
9155208907440,17
1461099197296,17
2836350684590,17
3114355946878,17
2672247216208,17
2721709838710,17
3226503979909,17
5705417998191,17
8644130587981,17
3737690181727,17
6944609354395,17
4117161302263,17
6053688692494,17
1610544596717,17
8895573750156,17
3369553379984,17
6590214836601,17
2921752554852,17
3568750222614,17
6413301866774,17
5661473645256,17
7785623078048,18
7938340520141,18
9572966481234,18
8100869466967,18
4019113127106,18
3740006380223,18
7308589309072,18
8711324824172,18
7085375137267,18
6222489881075,18
1264672524194,18
4689181121785,18
7246915463804,18
8058629680752,18
8079739948625,18
6255483028555,18
9889473513389,18
6694305537209,18
1966595328373,18
9196483927552,18
8165526069041,18
3668094801213,18
7692032975137,18
3986097582685,18
8383151802001,18
7559489835408,18
8551479648579,18
4014494325539,18
2198752621779,18
4181731103133,18
5222491850535,18
1579250163722,18
2224268099010,18
1319482419525,18
2204587907683,18
7729167195128,18
1806413387971,18
7914253329774,18
6544463797359,18
5169335888507,18
8010920769668,18
3817060694001,18
7405697484486,18
1274635810127,18
6995162349587,18
1431924076571,18
4259673370448,18
8373906645860,18
3726866210048,18
3595061767069,18
8911243402609,18
1067618564563,18
2363824744448,18
6207001147163,18
3094085109284,18
3782877200446,18
8443652508616,18
1296221116196,18
8157078654910,18
4735192336799,18
6639518021477,18
8557182280555,18
4273732174382,18
9899017458738,18
8094830577649,18
1650630359810,18
7512633597360,18
4528807848285,18
9498460513501,18
8057843392432,18
8422616041677,18
8233015554204,18
6823399836864,18
5518041845961,18
4858568382606,18
3580370897575,18
7648956635005,18
1500216083516,18
7865210973408,18
2306756414478,18
7324461939310,18
7782991799410,18
7326140693820,18
5770960354293,18
9721209088917,18
1646883643979,18
8312439454142,18
8561658032638,18
5708726333432,18
2340410710756,18
2267713042519,18
4807463624618,18
5507080702606,18
1928325595604,18
9756872380453,18
2448814099969,18
6348843468284,18
1106634851673,18
8279947849514,18
1529938617927,18
6714172051607,18
4350787044680,18
5191588281517,19
8705661125321,19
7083865732749,19
8646176613746,19
7154917224040,19
8251709932249,19
5340876931813,19
7183180558252,19
9069905555010,19
9557592251456,19
4780448731764,19
2091715287822,19
6401348263868,19
5821383223275,19
8760303512045,19
8121366830510,19
1461986155956,20
9810919946867,20
6212550741658,20
6050082754520,20
4255634460574,20
9850963725903,20
9114751429927,20
1218165556201,20
2048013561503,20
9632698558968,20
1691353467852,20
7072899190200,21
4837554180545,21
2478179348098,21
1627731488242,22
6623982301668,22
7193057214144,22
8473255338549,22
4837554180545,22
9139325400312,22
1193575288804,22
1741715761205,22
5101362257018,22
5118653760059,22
3766013981448,22
3028979570071,22
1589205143049,22
2252466330927,22
5063652401825,22
6656716785250,22
4899968532794,22
8353239107862,22
8790362689302,22
8267112888887,22
8024004453285,22
4062425387730,22
2138157077746,22
7551299240861,22
8079397647565,22
3721088109938,22
7505924661228,22
9050407046346,22
9782814549349,22
8644411960072,22
8709261237357,22
3268993307620,22
2530783307032,23
4234193266364,23
5952873068671,23
1781361568376,23
1797819131203,23
4428064766963,23
4330601879737,23
8036776396446,23
5010395131680,23
8492526296861,23
5747878364515,23
8699664667304,23
4505347123281,23
9635993645562,23
7987247432260,23
6508174317628,23
8215939488328,23
1589530004811,23
8495342010417,23
5951707126147,23
1817896357672,23
9301825958793,23
7111862298337,23
4014474692100,23
9058048869428,23
5657583838669,23
9444072340168,23
3443402543081,23
5609765329797,23
1828403950099,23
4970294433167,23
4913565486412,23
6206953624942,23
5847077113375,23
1473034666844,23
8585816472771,24
9344745231547,24
9931877110466,24
4837554180545,24
6604672858023,24
3411629236998,24
2715006975303,24
2264723502063,24
9467441103587,25
3025419118948,25
5625517136656,25
7103628699004,25
9435326500381,25
4882859417362,25
5276038620226,25
4638948139316,25
5843354252445,25
2507003992281,25
5681757069129,25
5109080187154,26
7250846725343,26
2021428899567,26
2128299084432,26
7559142168575,26
6644327138233,26
8317914442262,26
8382525607273,26
5280912097104,26
3965714089440,26
4115559814996,26
5508215512397,26
9904894650660,26
5585224073988,26
2467845713219,27
6555346675344,27
8558555515761,27
3378200961366,27
8010583976290,27
2058648097230,27
2591167729082,27
1005680756179,27
7560121666708,27
2922924003467,27
3610793596813,27
4525916104736,27
5900778211898,27
2214662938310,27
1727584458379,27
3766013981448,27
2321627279428,27
3073899501119,27
3028979570071,27
8811730656607,27
7512633597360,27
4858568382606,27
3580370897575,27
1721862704966,27
9160767189871,27
7704018709209,27
4455590920414,27
8830423468172,27
8341269263622,27
4892941371583,27
5975847078573,27
7882098342633,27
4389995914764,27
9833736403871,27
3696667479589,27
7625507242074,27
6922964592445,27
1729013545482,27
7454022278294,27
5558925014219,27
5938199224553,27
7893750833624,27
2839108546987,27
2451665201183,27
8490310779575,27
4557114848711,27
2365322520496,27
7981992074895,27
8083549289447,27
9754880195675,27
6379155790360,28
6928197081442,28
9761852410481,28
6416272715595,28
9830090947975,28
6791172149035,28
4088305852786,28
9927829226395,29
2115964212406,29
7276388471993,29
6751189097989,29
4971424083424,29
2321627279428,29
8443652508616,29
1214081284682,29
3109568905442,29
8690831101673,29
9640497236695,29
8834694642926,29
8465390571993,29
2522424356634,29
4649346005526,30
7596841145594,30
8599222063379,30
2647949793519,30
6307697230594,30
8123264348832,30
9609153816930,30
9399524467104,30
9855837967614,30
6771074573272,30
3213770171848,30
3213770171848,30
4835663476485,30
4835663476485,30
1546012823836,30
7300863899384,30
7300863899384,30
7202499140311,30
4687427359864,30
4752688101712,30
7706492551968,30
4357903520692,30
5265069619584,30
9774154849263,30
9774154849263,30
2602219419795,30
8351254554096,30
2116764829509,30
8008237402598,30
8008237402598,30
4372777548943,30
4372777548943,30
3599296665042,30
3599296665042,30
5515473144972,30
5515473144972,30
9727899776378,30
9727899776378,30
4300307538677,30
4300307538677,30
4300307538677,30
5335584329045,30
5042793988105,30
2672097056665,30
7874179691719,30
7874179691719,30
7874179691719,30
1596403640227,30
4559060907360,30
1008772273265,30
4091992208649,30
1763592204436,30
9326489170329,30
9874733702062,30
8993277711328,30
8993277711328,30
6694570393717,30
6694570393717,30
6461225196091,30
6461225196091,30
9206782172341,30
4776284955185,30
4515175030871,30
4515175030871,30
8975080632416,30
3696414012839,30
4929109734947,30
7022257843595,30
6248683585255,30
8291345302280,30
9841405155240,30
8613140181163,30
8613140181163,30
3245754041754,30
4170186383592,30
8410431821394,30
8410431821394,30
2126221809112,30
6058389681263,30
5347349825185,30
7192551825153,30
7192551825153,30
7177977578139,30
4021624636857,30
5966627938810,30
5966627938810,30
6555431810567,30
5079770026073,30
6142680944307,30
1638190881112,30
9099797762063,30
1422319681383,30
9411993883096,30
1747195530798,30
7850797066655,30
2278506710160,30
7338033565502,30
9388118500240,30
7291257864807,30
8029934914414,30
2980103992236,30
1241336387834,30
3486658448524,30
6333149921001,30
4290348787373,30
1318423863318,30
2784969753782,30
2075250463828,30
7302605726697,30
9613392715430,30
5443688224498,30
8126935936078,30
3353518926926,30
7351236603376,30
6065303344870,30
2290106970989,30
7535353275737,30
1425551961769,30
2428255295295,30
2428255295295,30
5059176019687,30
1580190529324,30
1580190529324,30
8104188729282,30
5240315011220,30
9635244655505,30
8922685582475,30
5097083129959,30
9327468769536,30
1679998420941,30
1449828322610,30
2894571240771,30
2894571240771,30
1249664575499,30
1257293872685,30
3515423818592,30
9044879654893,30
3043077137283,30
8162741005270,30
6230460629043,30
8148201340187,30
5535197050215,30
6888644649381,30
4209088983485,30
9045137639639,30
3637249121521,30
3087012480209,30
7275159722704,30
2666585852492,30
4192703220436,30
4130480420751,30
7712404490579,30
2940008788353,30
1996232807260,30
4602589917006,30
9790265915337,30
5679567310728,30
9863481999633,30
9863481999633,30
6469303756830,30
6103752139328,30
9072422759444,30
7741668204316,30
7741668204316,30
7741668204316,30
7363794032461,30
4245590413299,30
7901237913165,30
9560791358408,30
3825921486796,30
7766239820737,30
7766239820737,30
4775100937040,30
3726866210048,30
2321627279428,30
2841318713000,30
2363824744448,30
6207001147163,30
7321934317750,30
8253141364733,30
8157078654910,30
8811730656607,30
7698202862740,30
9240482469038,30
4273732174382,30
1162778332125,30
7831461964693,30
7831461964693,30
9188823218029,30
7512633597360,30
2601061937953,30
2601061937953,30
1432280315263,30
3062646018624,30
2860955565036,30
2860955565036,30
1914793610921,30
8422616041677,30
5260902295666,30
8348705742373,30
6473486441687,30
6473486441687,30
4456997865904,30
5694821381430,30
2048013561503,30
6823399836864,30
6823399836864,30
6208709865091,30
6208709865091,30
5672481659347,30
3580370897575,30
5718621760874,30
7648956635005,30
2368621949113,30
2758425905107,30
4990642111936,30
3006951959254,30
4093888605970,30
7389200240721,30
1014630067342,30
9680632473303,30
9202044239528,30
5316428650905,30
9402537022701,30
6289454491370,30
7077063576947,30
6944325346104,30
2134660599188,30
9883654763687,30
3945285544611,30
7964964141738,30
3483322592613,30
6667465178967,30
7190341607750,30
4059941029815,30
2076234518302,30
1425809980490,30
7068906260570,30
3286858736530,30
4474101565127,30
3683325369002,30
6337906969108,30
1416840217407,30
1483584512576,30
6164893706596,30
8704820202928,30
2577962260537,30
4388864297498,30
8550649595275,30
6668488453640,30
1574495098154,30
6014600257542,30
2989268348438,30
6721614300198,30
4924458349114,30
6825188527281,30
8555252264397,30
6149788648101,30
2933281043903,30
9330372835457,30
5905133862837,30
4192418891152,30
8291213564622,30
5201986042798,30
7311841173864,30
9797409698818,30
3686537452283,30
1066497493906,30
2909373801924,30
6471163522707,30
7326140693820,30
7326140693820,30
5770960354293,30
4210659562563,30
3604248605975,30
9632698558968,30
9721209088917,30
6234539237454,30
5200409515995,30
3014165158967,30
4079757693664,30
1365859729666,30
5162976806389,30
1996253674723,30
5708726333432,30
8279928177974,30
9351041523645,30
9351041523645,30
9351041523645,30
9351041523645,30
9351041523645,30
9351041523645,30
9351041523645,30
2267713042519,30
1281936257637,30
3545749491909,30
2878365585477,30
4644088929484,30
9728133848793,30
1928325595604,30
1928325595604,30
9756872380453,30
6348843468284,30
2940643969192,30
2940643969192,30
9534467312513,30
2896363343286,30
6832348376906,30
5704164921662,30
8683061395889,30
2818780734023,30
7640247659914,30
9905831646697,30
4790654237674,30
4600344621442,30
1455010960402,30
8618737122374,30
5998091494345,30
7239135210678,30
5307405537909,30
7736394157058,30
7782079825649,30
2071426556494,30
8257401016260,30
7957401927877,30
7957401927877,30
5828800568140,30
7075993695105,30
5886465119836,30
8424075200412,30
7241581094941,30
6833007147683,30
8254988206101,30
3724248779965,30
4959428071348,30
4174187000274,30
3431868856857,30
8008722475329,31
8008722475329,32
1558621380100,33
9505355856721,33
2013930574832,33
1561117893409,33
1217063092629,33
1764980476029,33
1904759720716,33
2738380255408,33
8799811268967,33
1929203611474,33
7156456253114,33
3212314073810,34
1068787474337,34
1068787474337,34
1068787474337,34
6507144483390,34
3920421434331,34
3979696417278,34
6019191536772,34
3535091988299,34
1205922212105,34
4705200653961,34
8186920009619,34
5586937038270,34
2041251310130,34
2776732976316,34
3641231376576,34
8358592474764,34
2128911766861,34
2128299084432,35
9817768131970,36
6561334982475,36
5226104203640,36
6321339614521,36
3293714795506,36
3170429214139,36
6094460159496,36
1069682886793,36
1431924076571,36
6496965545544,36
8387443299854,36
4998388578780,36
7040330532640,36
6207001147163,36
7321934317750,36
8948999161975,36
8443652508616,36
1471435396423,36
8157512178817,36
9266847914401,36
2492229516112,36
8811730656607,36
9917512682107,36
6639518021477,36
5914217655855,36
9676843885905,36
9899017458738,36
4344679076619,36
9188823218029,36
9791950439829,36
4528807848285,36
1847437811960,36
2737213348655,36
5392925846959,36
6158170521503,36
8098961881288,36
5526680495169,36
5260902295666,36
8348705742373,36
4456997865904,36
2137500377128,36
2417603286491,36
2875608736417,36
1248515094037,36
8848248982689,36
3243261160122,36
6296400975665,36
4257888199665,36
4568225336587,36
1070504558874,36
1835096463457,36
6820087454055,36
2340410710756,36
1853227040658,36
9921264697998,36
1686089695475,36
6714172051607,36
6349610654416,37
5129956793304,37
4983157673020,37
2088773753812,37
1174490895685,37
2128697507635,37
8854853913785,37
5781541929528,37
7917320040190,37
9255971512376,37
3715980990521,37
3732609807832,37
1753081661885,37
6773836174086,37
3271034694104,37
6111989116834,37
6187089008476,37
9494213658021,37
5566720531504,37
8638695541675,37
6911793339208,37
8587829985313,37
3750937239401,37
4431524351448,37
1013384625500,38
9833257365016,38
1425605226047,38
4775100937040,38
6207001147163,38
9240482469038,38
4273732174382,38
1162778332125,38
3062646018624,38
2860955565036,38
1914793610921,38
5718621760874,38
7648956635005,38
3014828265702,38
5149917196238,38
7792129873058,38
9592983544789,38
2909373801924,38
1365859729666,38
9351041523645,38
1903764131376,38
2940643969192,38
8806320833158,38
1068787474337,39
5618261677034,39
1068787474337,40
4969670490963,40
8724975896587,40
5698525767511,40
5520535929896,40
1517863257592,40
5395313525088,40
7897322017982,40
6452873429719,40
1549298022240,40
3828927259546,40
8411063133780,40
6723073568469,40
7017516328911,40
4255196086037,40
6529343707959,40
6634872288042,40
1185477984286,40
7616679917080,40
1365662776840,40
3543231637556,40
7685326277368,40
2444459447405,40
1504343787508,40
4043829784102,40
5821086798692,40
7587226726979,40
8643011732143,40
8250062141777,40
8311008340593,40
4826278716534,40
1484617988673,40
3663408258145,40
6538382581325,40
9851448693775,40
5846913006179,40
1037394155013,40
2251167729933,40
5136844309895,40
8872182023421,40
3522578271754,40
6872391039999,40
1291563271256,40
3092994252231,40
3523338184943,40
3572704812314,40
1633582364011,40
1115776367053,40
2793786619431,40
5396229968353,40
6983367736095,40
3904749766717,40
6282746387491,40
1599578970142,40
3370057620713,40
2644279110097,40
9147441370761,40
2321169352590,40
6146839035543,40
7713053849423,40
1424040124917,40
9282446883173,40
6218399429293,40
8108481341218,40
8167569068991,40
1987397277763,40
5354625556554,40
6848710527785,40
8195214773444,40
9149404721896,40
2467562155915,40
9391562090680,40
3192518661634,40
2436130750545,40
4882043439271,40
1641531683748,40
6441633670430,40
5988814992812,40
4017310532818,40
8924951232267,40
7161642474715,40
1365406321331,40
3628300549341,40
3498835213110,40
5434450995949,40
8583536440567,40
6081810210480,40
5523569089965,40
3121963294864,40
3841396314416,40
9182506287247,40
3125558235111,40
7784185549657,40
4157913645721,40
1449133405687,40
4444293080446,40
2171391838810,40
1374188037459,40
9801567722047,40
1068787474337,41
3067079962007,41
6839263480978,41
5100401588982,41
5616908128723,41
7224407678615,41
1068787474337,42
1068787474337,43
3558885655277,43
2489005622037,43
8600687114694,43
2102335526324,43
7823894183753,43
9514703581615,43
4172042384793,44
4172042384793,44
2352419872767,44
9293518047146,44
9463039834821,44
7594173380805,44
5759517272363,44
2028993917684,44
1568911189987,44
1944846162303,44
3359888217355,44
8237135690165,44
2770180027392,44
6116110407803,45
2032033864359,45
8014286309119,45
6303503860593,46
6369117765259,46
7458617371437,46
4817554966380,46
1870356971538,46
8627310258886,46
5330518982566,46
7014346874034,46
7324835341986,46
7101941040252,46
1729941216420,46
4485626236615,46
8761835596089,46
7900748964369,46
3619845108554,46
9512983880185,46
9152657612811,46
8876339412216,46
9254399613200,46
4067569164689,46
5963236484988,46
4367681225480,46
1545670409643,46
2870919266404,46
5162197456877,46
6638480066635,46
7382084074604,46
5895336018684,46
2579446065444,46
7030652595343,46
8242637933273,46
9523598356709,47
6344712683327,47
3478841775562,47
6094460159496,47
7342865796799,47
7320256744636,47
2048013561503,47
4894602449051,47
2793786619431,47
8476575730892,47
6376999902316,47
1782254788896,48
4046559755159,48
3806019813020,48
3601553937777,48
8043180678743,48
5261601191546,48
2144034477896,48
9974555963286,48
1254759346445,48
3386641868422,48
3704914664482,48
9360749311192,48
7076454572357,48
4421713495261,48
7669429321249,48
2280338217348,48
7782991799410,48
7345125916012,48
2476276252776,48
6644327138233,49
5679219130203,49
7257112018976,50
3945186715105,51
6748360615118,51
6918321556734,51
8450374725323,51
1000089544408,51
7421539161777,51
5294065579951,51
1686832419858,51
6613188950487,52
8786604242409,52
9547187043934,52
6148170191370,52
1084696561748,52
8586782941733,52
4820136910914,52
4268543063900,52
8811730656607,52
2680541247444,53
8194119280693,53
1821283174821,53
1821283174821,53
9025589171958,54
1028204166250,54
5236239637617,54
7743238923465,54
2667660639025,54
2300306414693,54
4100657030969,54
9496981207307,55
8006492013900,55
6279639921146,55
2772595414753,55
1237516192328,55
3709634875979,55
7775973516811,55
6301539367052,56
3736188388224,56
6388308888317,56
1116136913386,56
7406912120341,56
5914785591609,56
6256445470465,56
7994297599881,56
5163290971797,56
2411974058725,56
9467578737820,56
1622755668674,57
4875300656968,57
9495963718208,57
8331908769027,57
4193756366158,57
1435790197753,57
1634872685272,57
3574654974258,57
7647232772671,57
9736870512700,57
9085855129187,57
6494186419845,57
2273768201441,57
9367624492685,57
5398363084058,57
1922843638213,57
6980430256668,57
1084919379200,57
9524948242973,57
9491597168293,57
9964998878514,57
7615904724785,57
1848419007464,57
1544906244602,57
5887769520328,57
8505695219443,57
6781445449821,57
1978060326921,57
1892672878449,57
7183224155129,58
4327943274007,58
4371689166287,58
5539801269704,59
5440400681384,59
5686755027584,59
3995846085129,59
6058744290532,59
5138054420597,59
5799347835643,59
6801458761003,59
1286530620885,59
1424504698102,59
4265193972286,59
9437697309897,59
1001803434108,59
8562955516621,59
7796827161469,59
3960008974678,59
4002449849191,59
3512176234100,59
5474190801510,59
8669339832424,59
7780382260722,59
8323440654368,59
1265728112677,59
2456701399545,59
6921910115339,59
3622523675241,59
4266356757980,59
9720725664707,59
6001686788958,59
4216770231714,59
8581632566664,59
7313047729838,59
4436792336941,59
8893788064407,59
1807270518527,59
1190204891931,59
2725454460877,59
6855880453491,59
3557943142815,59
4063801911807,59
8157583130624,59
9484440980711,59
7140875171993,59
1867157493829,59
4968793782597,59
7173128707369,59
1472981782761,59
1839717517620,59
5037906924510,59
6754144714401,59
9013851553258,59
5676356726315,59
9015704713728,59
5344658324002,59
2739934554580,59
2262419298332,59
6992295568072,59
1606012565431,59
6453408716348,59
9514457988890,59
2056647439917,59
4860240422410,59
2383290255600,59
6175843056726,59
8953794136844,59
7535423228450,59
7867305588886,59
3863618885323,59
2619733448129,59
1030079099089,59
1218472196874,59
5883747734132,59
2575571194663,59
1902531539784,59
7219113303852,59
3307996485516,59
4084285591313,59
4018896375168,59
8791039255163,59
5670077268365,59
4733089008878,59
1154295627271,59
4576339004248,59
8224864423108,59
6131955137605,59
7931020990411,59
4600096360878,59
3971430260202,59
6328832331065,59
6789629869735,59
9899017458738,59
3265535234520,59
4121372530929,59
2320837942880,59
7189075808714,59
1937922735011,59
2491665104536,59
5017051423614,59
2322212754251,59
7208004464285,59
2030681747774,59
5720309383624,59
9332063718719,59
9695290434900,59
6628257041943,59
2340410710756,59
1835815730744,59
6714172051607,59
5922518072619,60
9860063579138,60
4121919408505,60
5312041687907,60
5079720913838,60
6325499702968,60
1215359035318,60
7887509313912,60
4763896970167,60
7476704649064,60
1772494814970,61
5579522724603,61
4253340520982,61
2275758318244,61
7362172239848,61
4556251741194,61
5613501233352,61
1012890659068,61
3363885682033,61
3923403651836,61
7575407315369,61
4927888980547,61
6945357565115,61
6945357565115,61
9607407183024,61
5426643100851,61
9583563230014,61
8751779880021,61
1339509175092,61
3826584380558,61
1225281998983,61
8436562029817,61
8931183689171,61
4409693342736,61
2887639819963,61
5889786746117,61
9432452632748,61
4143765069891,61
4339707231528,61
7859037186402,61
9777649537540,61
6729236145603,61
8290165591087,61
4408469467497,61
7474052526771,61
5968510573996,61
